passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Thomas Cox,15.933333333333334,2017-01-04 19:48:25,Card,1,3.57,14.0,3.16,0.0
Paul Phillips,24.333333333333332,2017-04-14 15:48:10,Cash,1,3.7,18.5,0.0,0.0
Eric Perkins,6.5,2017-09-21 16:30:59,Cash,1,1.09,6.5,0.0,0.0
Justin Solomon,10.866666666666667,2017-02-08 10:16:36,Card,1,2.3,10.0,1.75,0.0
Angelica Cunningham,6.55,2017-04-19 20:35:17,Card,1,1.06,6.5,1.95,0.0
Ashley Cline,11.1,2017-12-11 07:06:04,Card,1,2.4,10.5,0.0,0.0
Angela Larson,2.216666666666667,2017-08-07 10:46:39,Card,1,0.2,3.5,1.25,0.0
Mike Garcia,8.666666666666666,2017-01-25 16:02:39,Card,2,1.4,8.0,1.75,0.0
Calvin Weiss,2.683333333333333,2017-02-21 23:19:03,Cash,1,0.65,4.5,0.0,0.0
Peggy Fitzgerald,13.8,2017-06-02 10:46:35,Card,1,2.82,12.5,0.0,0.0
Benjamin Rosales PhD,15.083333333333334,2017-03-29 21:45:36,Cash,1,4.9,17.0,3.66,0.0
Gary Marshall,12.6,2017-12-04 07:28:48,Card,1,1.0,9.0,1.96,0.0
Oscar Jones,9.95,2017-05-26 09:02:02,Card,6,1.92,9.0,2.45,0.0
Alexandra Williams,7.35,2017-09-26 21:19:47,Card,1,0.6,6.5,0.0,0.0
Ashley Bright,23.366666666666667,2017-10-03 17:16:20,Cash,3,5.38,21.0,0.0,0.0
James Brown II,3.9166666666666665,2017-01-17 20:44:25,Cash,1,0.7,5.0,1.25,0.0
Ethan Ford,4.233333333333333,2017-04-01 18:06:12,Cash,3,0.8,5.0,1.15,0.0
Alyssa Johnson,18.716666666666665,2017-02-18 19:45:07,Card,1,2.58,12.5,0.0,0.0
Willie Robertson,4.316666666666666,2017-12-08 14:53:23,Cash,1,0.84,5.0,1.0,0.0
Mark Walter,4.516666666666667,2017-12-10 15:34:53,Cash,1,0.7,4.5,0.0,0.0
Jonathan Taylor,12.033333333333333,2017-10-09 16:11:46,Cash,1,1.44,9.0,0.0,0.0
Veronica Wiggins,6.833333333333333,2017-07-30 01:26:41,Card,2,1.72,7.5,1.76,0.0
Glen Rice,31.683333333333334,2017-05-19 00:19:13,Cash,1,4.8,22.5,4.0,0.0
James Thompson,30.45,2017-01-24 13:04:31,Cash,5,6.12,24.5,5.06,0.0
Andrew Morgan,5.066666666666666,2017-05-24 17:53:03,Cash,3,0.76,5.5,1.82,0.0
Janet King,11.616666666666667,2017-08-18 19:52:46,Cash,1,2.1,10.0,0.0,0.0
Laurie Jones,4.75,2017-08-30 16:30:55,Cash,2,0.19,4.5,0.0,0.0
Kenneth Warner,24.116666666666667,2017-10-11 16:21:47,Card,1,5.6,20.5,4.25,0.0
Robert Anderson,7.15,2017-11-07 14:54:24,Cash,2,0.81,6.5,0.0,0.0
Brenda Barr,3.35,2017-05-22 03:27:18,Card,2,0.6,4.5,0.0,0.0
Adriana Werner,12.533333333333333,2017-11-28 19:34:29,Card,1,2.11,10.5,0.0,0.0
Gloria Church,9.833333333333334,2017-10-08 14:48:03,Cash,1,0.62,7.5,0.0,0.0
Shannon Whitehead,24.733333333333334,2017-09-02 19:58:12,Card,3,3.7,17.0,0.0,0.0
Lauren Evans,26.55,2017-07-11 21:25:26,Cash,1,3.1,17.0,2.0,0.0
Natalie Brown,18.666666666666668,2017-09-20 23:50:49,Cash,1,4.4,16.5,0.0,0.0
Charles Cunningham,12.5,2017-01-06 17:49:17,Cash,1,1.1,9.0,0.0,0.0
Ashley Foster,9.65,2017-09-21 14:50:51,Cash,1,1.0,7.5,1.0,0.0
Mindy Gray,5.366666666666666,2017-11-08 22:34:42,Card,5,0.74,5.5,0.0,0.0
Diane Lee,9.216666666666667,2017-04-16 16:52:48,Cash,1,2.17,9.5,2.06,0.0
William Thompson,32.733333333333334,2017-04-13 12:48:03,Cash,1,4.4,22.5,4.66,0.0
Troy Cox,0.0,2017-02-08 17:54:50,Cash,1,0.0,18.5,0.0,0.0
Susan Moore,3.183333333333333,2017-03-09 21:59:13,Cash,1,0.4,4.0,1.3,0.0
Brian Miller,2.9833333333333334,2017-09-07 17:52:56,Card,1,0.81,4.5,1.08,0.0
Jennifer Foley,9.083333333333334,2017-02-19 21:06:58,Cash,1,3.66,12.5,0.0,0.0
Rebecca Cross,1.65,2017-04-29 02:01:07,Card,1,0.1,3.0,0.0,0.0
James Shaffer,5.383333333333334,2017-02-08 17:06:03,Card,1,0.6,5.5,1.0,0.0
Mark Castro,13.25,2017-08-20 11:07:06,Cash,1,4.6,16.0,2.0,0.0
Andrew Rice,6.05,2017-09-30 17:55:48,Card,2,0.8,6.0,0.0,0.0
Bobby Walters,9.5,2017-10-03 22:35:53,Card,1,2.6,10.0,0.0,0.0
Jason Luna,13.466666666666667,2017-03-01 13:54:18,Card,2,0.9,9.5,0.0,0.0
Scott Holt,7.55,2017-12-30 21:45:53,Cash,2,1.1,7.0,1.65,0.0
Crystal Boyd,4.116666666666666,2017-02-22 07:52:30,Cash,2,0.63,4.5,1.06,0.0
Michael Jones,4.516666666666667,2017-06-01 19:17:53,Card,2,0.9,5.0,0.0,0.0
William Anderson,14.783333333333333,2017-08-26 23:07:37,Cash,1,2.24,11.5,2.56,0.0
Cathy Byrd,8.566666666666666,2017-04-21 11:42:43,Card,1,0.7,7.0,0.0,0.0
Erika Powell,4.8,2017-05-04 23:18:54,Cash,1,0.5,5.0,0.0,0.0
Sarah Lowery,20.05,2017-01-12 12:32:29,Card,2,2.4,14.0,0.0,0.0
Brianna Henson,3.066666666666667,2017-05-17 21:19:43,Card,2,1.35,5.5,1.0,0.0
Jordan Hammond,19.766666666666666,2017-09-15 09:26:32,Cash,2,2.98,14.5,3.06,0.0
Carol Choi,12.416666666666666,2017-05-24 02:29:12,Card,1,2.12,10.5,2.36,0.0
Clinton Roman,14.283333333333333,2017-03-25 23:54:14,Card,2,3.43,13.0,0.0,0.0
Jerry Mendoza,7.25,2017-02-01 21:50:17,Cash,1,1.6,7.5,2.2,0.0
Don Edwards,4.683333333333334,2017-12-02 01:26:12,Cash,4,0.15,4.5,0.0,0.0
Kevin Austin,24.683333333333334,2017-05-18 13:33:21,Card,1,3.54,18.0,0.0,0.0
Austin Schultz,13.216666666666667,2017-10-12 02:16:58,Cash,1,2.9,12.0,0.0,0.0
Sarah Harris,12.433333333333334,2017-04-28 19:23:59,Cash,1,1.1,9.0,2.15,0.0
Bradley Bradley,1.9333333333333333,2017-04-01 13:09:30,Card,5,0.31,3.5,0.0,0.0
Benjamin Bonilla,8.65,2017-07-03 15:53:58,Card,1,1.74,8.5,1.86,0.0
Frank Horn,3.15,2017-07-11 07:46:36,Cash,1,0.6,4.5,2.0,0.0
Christopher Huffman,12.7,2017-01-09 18:35:21,Cash,1,1.6,9.5,2.26,0.0
Kathleen Welch,1435.8,2017-07-13 21:50:48,Card,4,0.96,7.5,0.0,0.0
Brad Montes,13.216666666666667,2017-05-04 18:50:17,Cash,1,0.65,8.5,0.0,0.0
Jennifer Smith,9.716666666666667,2017-03-16 09:02:13,Cash,1,1.7,8.5,1.0,0.0
Allison Myers,15.516666666666667,2017-11-06 20:15:39,Card,2,2.3,12.5,2.75,0.0
Jessica Henderson,3.0166666666666666,2017-01-03 14:54:06,Cash,1,0.5,4.0,0.96,0.0
Theodore Buckley,11.6,2017-09-17 20:19:20,Card,1,2.3,10.0,0.0,0.0
Chase Bell,10.516666666666667,2017-03-03 10:25:56,Cash,1,0.5,7.5,1.0,0.0
Jennifer Acosta,10.55,2017-03-12 00:50:47,Card,2,1.99,9.5,2.16,0.0
John Campbell,13.216666666666667,2017-10-10 23:04:56,Cash,1,2.27,10.5,1.2,0.0
Kayla Estrada,16.9,2017-06-10 19:13:44,Card,1,1.98,12.5,2.0,0.0
Michelle Martin,22.266666666666666,2017-06-23 18:29:26,Card,5,3.44,16.5,0.0,0.0
Michelle Nielsen,12.233333333333333,2017-07-22 12:49:26,Card,6,2.21,10.5,2.26,0.0
Michael Vasquez,22.85,2017-06-30 22:19:15,Cash,3,5.86,21.0,5.58,0.0
Alison Guerrero,14.7,2017-08-24 15:05:05,Card,5,2.37,11.5,1.0,0.0
Bruce Gilmore,13.3,2017-04-03 09:29:55,Cash,1,1.85,9.5,1.5,0.0
Lindsay Gonzales,5.266666666666667,2017-09-23 21:53:51,Card,1,0.7,5.5,0.0,0.0
John Soto,10.433333333333334,2017-04-10 12:08:41,Card,3,1.6,8.5,1.0,0.0
Heather Harrington,27.016666666666666,2017-11-12 19:12:58,Card,1,2.66,17.0,0.0,0.0
Kathy Miller,18.083333333333332,2017-03-28 17:12:44,Cash,1,3.0,13.5,3.05,0.0
Deborah Byrd,0.0,2017-01-07 22:48:08,Card,1,0.0,2.5,0.0,0.0
Guy Wise,4.766666666666667,2017-10-25 22:46:24,Card,5,0.86,5.5,0.0,0.0
Michael Valenzuela,20.083333333333332,2017-11-17 17:39:43,Card,1,2.53,14.0,1.0,0.0
Maria Dorsey,11.016666666666667,2017-02-18 23:15:33,Cash,2,1.3,8.0,1.86,0.0
Barbara Miranda,16.25,2017-06-19 12:12:02,Card,2,2.18,12.0,2.56,0.0
Kevin Thompson,13.983333333333333,2017-06-16 14:41:42,Card,1,1.1,9.5,0.0,0.0
Kaitlyn Sandoval,12.4,2017-08-30 20:20:33,Cash,1,1.9,10.5,4.0,0.0
Mary Coleman,3.3666666666666667,2017-01-15 12:23:23,Card,1,0.56,4.5,1.06,0.0
Robert Vaughn,9.716666666666667,2017-08-11 03:06:18,Card,5,2.77,11.0,0.0,0.0
Matthew Howard,4.766666666666667,2017-01-15 01:01:38,Cash,1,1.62,6.5,1.56,0.0
Aimee Beard,5.2,2017-08-02 15:26:35,Cash,2,0.67,5.5,1.0,0.0
Robert Pennington,4.033333333333333,2017-03-06 09:27:36,Cash,1,1.63,6.5,1.82,0.0
Elizabeth Parker,13.683333333333334,2017-11-09 23:08:22,Cash,1,3.9,14.5,3.15,0.0
Erica Collins,3.05,2017-09-12 14:26:09,Card,1,0.4,4.0,0.0,0.0
Stephanie Garcia,4.266666666666667,2017-12-16 15:34:15,Card,1,0.36,4.5,1.06,0.0
Tonya Wright,11.383333333333333,2017-05-14 22:45:26,Cash,2,1.5,9.0,1.0,0.0
Tyler Johnson,5.7,2017-07-14 18:09:17,Cash,1,0.7,6.0,1.56,0.0
Jacqueline Bowers,15.183333333333334,2017-05-06 11:29:54,Card,1,5.37,18.0,0.0,0.0
Theresa Moore,10.716666666666667,2017-04-30 11:47:27,Card,1,2.05,9.5,0.0,0.0
Alexander Morgan,7.566666666666666,2017-08-14 20:04:13,Card,1,1.75,8.0,1.5,0.0
Jill Ortega,23.083333333333332,2017-01-15 15:51:37,Card,5,4.4,18.0,0.0,0.0
Christian Brown,12.416666666666666,2017-10-21 07:32:39,Card,1,6.16,18.5,0.0,0.0
Helen Quinn,17.916666666666668,2017-12-12 16:48:34,Card,1,0.97,11.5,0.0,0.0
Michael Glover,24.883333333333333,2017-07-27 19:27:40,Cash,2,1.5,15.0,3.35,0.0
Heidi Rivera,14.966666666666667,2017-01-10 14:37:35,Cash,1,2.0,11.0,2.95,0.0
Jared Carter,4.533333333333333,2017-12-07 12:23:36,Card,1,0.5,5.0,1.0,0.0
Michael Gomez,9.983333333333333,2017-06-23 21:56:42,Cash,5,1.73,8.5,1.96,0.0
Jonathan Nelson,19.583333333333332,2017-06-16 21:44:46,Cash,1,3.5,15.0,0.0,0.0
Taylor Bailey,17.066666666666666,2017-08-06 09:45:24,Cash,1,5.12,17.0,3.56,0.0
Frank Giles,12.833333333333334,2017-11-11 13:17:20,Cash,1,2.1,11.0,2.35,0.0
Eric Marshall,7.483333333333333,2017-08-25 12:24:34,Cash,1,1.07,7.0,0.0,0.0
Blake Huffman,3.1,2017-04-28 18:31:25,Card,1,0.5,4.0,1.15,0.0
Jenna Gill,4.716666666666667,2017-08-11 23:20:08,Card,1,0.74,5.0,1.0,0.0
Timothy Mcmahon,22.583333333333332,2017-10-10 18:47:48,Cash,1,3.9,17.0,4.7,0.0
April Kirby,8.45,2017-05-14 20:20:38,Card,2,2.38,9.5,2.16,0.0
Samuel Moore,6.433333333333334,2017-04-14 23:53:34,Cash,1,0.7,6.0,1.45,0.0
Valerie Soto,11.616666666666667,2017-10-26 11:11:00,Card,2,1.4,9.0,1.96,0.0
Megan Davis,21.766666666666666,2017-03-01 11:14:35,Cash,2,1.95,14.5,3.06,0.0
Patricia Murray,8.933333333333334,2017-03-23 23:27:24,Card,1,2.31,9.0,2.06,0.0
Sandra Sweeney,2.2333333333333334,2017-05-09 14:16:49,Cash,1,0.5,4.0,0.0,0.0
Mark Pham,22.633333333333333,2017-08-10 10:59:36,Cash,2,4.4,19.5,0.0,0.0
Kim Barnes,14.316666666666666,2017-12-05 19:17:39,Cash,1,1.49,10.5,0.0,0.0
Sandra Berry,15.25,2017-10-19 09:23:03,Cash,2,2.4,12.5,0.0,0.0
Michael Carlson,7.5,2017-07-20 09:00:01,Cash,1,0.67,6.5,1.0,0.0
Haley Huang,23.983333333333334,2017-04-12 20:01:12,Card,1,2.3,16.0,3.55,0.0
Lori Garcia,14.683333333333334,2017-12-03 14:37:49,Cash,1,3.9,14.0,0.0,0.0
Kimberly Peterson,4.65,2017-03-19 09:30:11,Card,1,0.5,5.0,0.0,0.0
Susan Hernandez,1.8333333333333333,2017-05-26 00:08:13,Cash,1,0.6,4.0,0.7,0.0
Corey Gonzales,9.3,2017-06-03 01:35:24,Cash,1,2.0,9.0,0.0,0.0
Jacob Perkins,9.45,2017-01-05 14:00:49,Cash,1,1.5,8.5,2.75,0.0
Kevin Le,18.65,2017-10-26 15:26:31,Cash,1,1.0,12.0,1.0,0.0
Joseph Allen,13.466666666666667,2017-02-22 09:24:40,Card,1,1.25,10.0,2.16,0.0
Olivia Chapman,7.1,2017-03-29 12:32:24,Cash,1,1.1,6.5,1.45,0.0
Miguel Hawkins,7.333333333333333,2017-06-25 03:27:12,Card,1,2.4,9.0,2.55,0.0
Benjamin Duran,12.25,2017-11-01 09:49:04,Cash,1,2.5,11.0,2.36,0.0
Nicholas Hall,9.083333333333334,2017-04-30 21:11:41,Card,2,2.18,9.0,1.5,0.0
Mindy Smith,2.6166666666666667,2017-05-20 20:58:22,Card,1,0.61,4.0,1.06,0.0
Kim Hunter,17.166666666666668,2017-03-24 17:30:04,Cash,2,2.74,13.5,3.06,0.0
Roy Salinas,2.1166666666666667,2017-07-06 11:18:23,Card,2,0.29,3.5,0.0,0.0
Samantha Meyer,14.616666666666667,2017-04-12 18:47:31,Card,1,1.7,10.5,2.0,0.0
Tony Price,11.5,2017-03-08 18:36:19,Cash,1,1.8,9.5,0.0,0.0
Martin Martinez,9.083333333333334,2017-10-25 16:40:48,Card,1,0.6,7.0,1.25,0.0
Victoria Moore,7.533333333333333,2017-09-24 01:02:14,Card,6,1.52,7.5,1.0,0.0
Shaun Vance,13.983333333333333,2017-08-07 15:01:19,Card,1,2.66,11.5,0.0,0.0
Jason Young,8.25,2017-09-29 21:06:54,Cash,1,2.9,10.5,0.0,0.0
Kevin Garza,8.25,2017-12-19 09:05:38,Card,1,0.9,7.0,0.0,0.0
Nicole Vargas,5.7,2017-12-23 13:33:07,Card,2,0.9,6.0,1.35,0.0
Eric Jarvis,5.816666666666666,2017-05-07 00:20:28,Cash,2,1.3,6.5,0.0,0.0
Gregory Butler,9.183333333333334,2017-02-09 14:03:53,Card,1,1.7,8.5,0.0,0.0
Ryan Holland,7.3,2017-03-19 00:02:12,Cash,1,0.7,6.0,0.0,0.0
Allen Rodriguez,11.266666666666667,2017-11-09 14:47:06,Cash,1,1.0,8.5,1.0,0.0
Julie Thompson,12.166666666666666,2017-04-18 20:00:22,Card,1,2.0,10.0,0.0,0.0
Marcus Shaw,18.916666666666668,2017-12-02 22:17:55,Card,2,2.4,12.5,3.0,0.0
Paul Davis,2.716666666666667,2017-11-09 22:45:39,Cash,1,0.72,4.5,0.0,0.0
Chelsea Davis,2.933333333333333,2017-12-13 12:33:00,Cash,5,1.01,5.0,0.0,0.0
Steven Knight,10.4,2017-01-10 07:57:50,Card,1,1.78,9.0,1.0,0.0
Cassie Salinas,2.85,2017-12-12 07:48:46,Cash,1,0.76,4.5,1.0,0.0
James Arellano,6.133333333333334,2017-09-27 14:23:39,Cash,1,0.48,5.5,0.0,0.0
Courtney Hutchinson,10.516666666666667,2017-12-10 14:51:41,Cash,1,2.42,10.5,0.0,0.0
Catherine Miller,9.15,2017-07-07 22:01:51,Cash,1,0.57,7.0,1.66,0.0
Rodney Rodriguez,5.55,2017-03-22 23:01:46,Cash,1,1.0,5.5,1.0,0.0
Brent Griffith,7.15,2017-02-28 22:09:20,Cash,1,2.39,9.0,3.09,0.0
John Hull,1.5666666666666667,2017-11-04 12:46:02,Card,1,0.2,3.0,0.0,0.0
Julie Daniels,9.866666666666667,2017-04-01 10:23:14,Cash,1,2.0,9.5,2.06,0.0
Joseph Holmes,39.7,2017-06-04 18:50:10,Cash,1,3.4,24.0,3.0,0.0
Christina Adams,8.233333333333333,2017-03-16 20:54:18,Cash,1,0.74,6.5,0.0,0.0
Joel Hammond,9.083333333333334,2017-11-07 08:25:14,Card,1,1.3,8.0,0.0,0.0
Jack Barnes,4.3,2017-04-25 13:31:07,Cash,3,0.47,4.5,1.06,0.0
David Tucker,7.45,2017-10-02 22:47:35,Card,1,1.1,7.0,2.05,0.0
Billy Nichols,9.883333333333333,2017-05-14 10:37:28,Card,1,1.5,8.5,1.85,0.0
Diana Jackson,18.016666666666666,2017-07-24 21:47:20,Cash,1,3.3,14.0,3.05,0.0
Dylan Hernandez,5.7,2017-08-17 19:00:53,Card,5,1.45,7.0,2.64,0.0
Christopher Terry,11.733333333333333,2017-07-27 05:13:32,Card,2,3.0,11.5,0.0,0.0
Sara Palmer,12.833333333333334,2017-02-08 13:09:02,Card,1,2.34,11.0,2.36,0.0
Daniel Higgins,5.3,2017-12-17 11:15:49,Card,1,0.8,5.5,1.25,0.0
Lisa Escobar,12.15,2017-11-24 20:59:58,Cash,5,2.51,11.0,2.46,0.0
Dana Moses DDS,18.766666666666666,2017-04-12 15:28:59,Cash,1,4.74,17.5,3.66,0.0
Scott Hernandez,9.366666666666667,2017-06-14 14:46:12,Card,1,0.9,7.5,1.65,0.0
Jennifer Castro,12.433333333333334,2017-11-28 08:03:26,Card,1,1.31,9.0,2.25,0.0
Brittney Murray,11.1,2017-06-18 13:09:22,Cash,1,2.08,10.0,0.0,0.0
Alexis Baker,5.15,2017-03-14 13:42:47,Cash,1,0.71,5.5,1.58,0.0
Jennifer Cabrera,15.35,2017-07-01 02:07:00,Cash,1,3.83,14.0,0.0,0.0
Timothy Harris,3.7,2017-08-07 08:41:24,Cash,5,0.96,5.0,0.55,0.0
Danielle Bell,19.5,2017-10-05 16:32:31,Card,2,2.7,14.5,3.26,0.0
Scott Bridges,5.883333333333334,2017-04-22 14:57:43,Card,1,0.9,6.0,1.35,0.0
Erik Cisneros,4.683333333333334,2017-02-24 16:49:58,Card,2,0.69,5.0,0.0,0.0
John Terrell,9.083333333333334,2017-10-06 17:34:03,Cash,1,1.0,7.5,0.0,0.0
Bradley Baird,10.2,2017-06-10 17:50:24,Cash,2,1.6,8.5,1.85,0.0
Alan Martin,15.0,2017-11-29 22:56:48,Card,3,2.93,13.0,3.58,0.0
Gregory Parker,6.5,2017-09-09 15:04:09,Cash,1,1.08,6.5,1.46,0.0
Mitchell Montoya,7.883333333333334,2017-08-02 08:55:29,Card,1,1.3,7.0,1.0,0.0
April Smith,4.816666666666666,2017-07-06 03:00:23,Cash,1,1.22,6.0,0.0,0.0
Chad Collier,11.45,2017-03-21 18:15:48,Cash,1,1.6,9.0,2.15,0.0
Bradley Dunlap,14.366666666666667,2017-02-15 00:13:46,Card,1,3.2,13.0,1.0,0.0
Francisco Wall,6.966666666666667,2017-05-12 08:28:48,Cash,5,0.89,6.5,1.46,0.0
Susan Burgess,10.0,2017-02-25 01:46:08,Cash,1,1.97,9.0,0.0,0.0
Stephen Yates,9.516666666666667,2017-03-02 17:04:14,Card,1,0.8,7.0,2.2,0.0
Susan Morales,6.783333333333333,2017-11-07 13:45:38,Card,1,0.6,6.0,0.0,0.0
Casey Ryan,12.883333333333333,2017-05-15 19:56:04,Card,1,1.94,10.5,2.46,0.0
Rita Ingram,6.216666666666667,2017-05-16 18:15:38,Card,2,0.75,6.0,0.0,0.0
Dr. Brittany Gonzalez MD,16.0,2017-02-26 18:07:08,Cash,1,2.8,12.5,2.65,0.0
Patricia Garcia,10.716666666666667,2017-07-21 21:34:58,Card,1,2.2,10.0,2.8,0.0
Jasmine Conrad,4.383333333333334,2017-08-14 14:59:02,Card,1,0.62,5.0,1.16,0.0
Jeffrey Thompson,2.4833333333333334,2017-01-13 10:20:21,Card,1,0.5,4.0,1.4,0.0
Mallory Adams MD,13.133333333333333,2017-12-06 23:07:45,Card,1,2.09,10.5,0.0,0.0
David Williams,10.116666666666667,2017-11-16 08:15:59,Cash,5,1.35,8.0,1.2,0.0
Todd Green,17.216666666666665,2017-11-18 16:24:56,Cash,2,1.28,11.5,3.69,0.0
Diana Marshall,3.75,2017-05-09 07:48:34,Card,2,0.76,5.0,0.0,0.0
Jordan Salas,7.25,2017-07-30 12:15:50,Cash,1,0.86,6.5,1.5,0.0
Brian Smith,16.35,2017-02-06 17:32:59,Cash,1,2.51,12.5,1.0,0.0
James Hunter,6.55,2017-09-13 22:13:23,Card,1,1.04,6.5,1.17,0.0
Rebecca Rowe,7.516666666666667,2017-08-26 16:50:22,Cash,1,1.16,7.0,0.0,0.0
Lisa Miller,13.066666666666666,2017-09-07 16:16:09,Card,2,2.34,11.0,0.0,0.0
Michael Goodman,24.566666666666666,2017-10-09 19:06:48,Card,1,5.5,20.5,4.25,0.0
Catherine Moore,5.033333333333333,2017-08-21 17:25:03,Cash,1,1.11,6.5,0.0,0.0
Crystal Davis,2.3666666666666667,2017-01-17 13:03:02,Cash,1,0.38,3.5,0.0,0.0
Jessica Booth,6.95,2017-06-07 18:13:35,Cash,1,1.15,6.5,1.66,0.0
Elizabeth Weaver,5.966666666666667,2017-08-07 18:27:08,Card,1,0.7,5.5,0.0,0.0
Adam Nielsen,7.5,2017-03-07 19:57:58,Card,1,1.0,6.5,1.55,0.0
John Hunt,11.8,2017-05-28 21:44:31,Cash,2,1.54,9.0,0.0,0.0
Timothy Ramirez,15.766666666666667,2017-10-25 22:47:52,Card,1,3.0,12.5,0.0,0.0
Ryan Hughes,5.516666666666667,2017-09-01 08:40:42,Card,1,1.0,6.0,1.35,0.0
James Brown,3.283333333333333,2017-02-26 08:13:38,Cash,1,0.5,4.5,1.0,0.0
Jeremy Wong,22.083333333333332,2017-09-10 04:14:23,Card,1,5.5,20.0,5.3,0.0
Timothy Johnson,26.35,2017-03-02 09:11:52,Cash,1,2.4,16.5,4.45,0.0
Michael Walker,5.483333333333333,2017-12-17 09:01:41,Card,1,1.27,6.5,2.19,0.0
Tyler Li,23.95,2017-03-11 13:47:53,Card,1,2.31,16.0,0.0,0.0
Christopher Underwood,3.4166666666666665,2017-12-28 19:03:04,Cash,1,0.84,5.0,0.0,0.0
Christopher Hodges,5.966666666666667,2017-11-02 23:27:58,Card,1,1.01,6.0,1.46,0.0
Taylor Ramos,2.8333333333333335,2017-09-16 08:42:23,Cash,1,0.7,4.5,0.0,0.0
Jessica Orr,3.0,2017-08-13 19:04:18,Card,1,0.75,4.5,0.0,0.0
George Fuller,5.516666666666667,2017-08-13 03:44:05,Card,1,0.6,5.5,0.0,0.0
Monique Smith,17.133333333333333,2017-12-18 20:28:27,Card,1,2.6,12.5,2.2,0.0
Alice Buckley,8.366666666666667,2017-01-08 01:06:24,Card,1,2.07,8.5,1.96,0.0
Daniel Byrd,4.266666666666667,2017-08-19 07:20:57,Card,1,0.8,5.0,3.0,0.0
Trevor Yang,10.316666666666666,2017-12-23 18:45:10,Cash,5,1.57,9.0,1.96,0.0
Corey Martinez,19.6,2017-01-27 15:23:58,Cash,1,1.7,13.0,2.0,0.0
Heidi Davis,10.066666666666666,2017-08-09 09:25:58,Card,1,1.83,8.5,0.0,0.0
Emily Wilson,5.533333333333333,2017-12-02 21:41:32,Cash,4,0.56,5.5,0.0,0.0
Daniel Murillo,12.2,2017-03-02 12:39:13,Card,1,1.97,10.5,2.26,0.0
Craig Bradshaw,2.2,2017-04-21 17:26:31,Card,1,0.33,3.5,0.0,0.0
Kristin Rocha,13.9,2017-05-02 19:06:49,Cash,1,1.51,10.0,0.0,0.0
Samantha Pace,5.083333333333333,2017-03-29 14:38:32,Card,1,0.3,5.0,0.0,0.0
Eric Harper,28.083333333333332,2017-02-22 10:02:41,Cash,1,4.07,19.0,1.0,0.0
Aaron Brennan,5.6,2017-04-13 03:15:50,Card,6,1.45,6.5,0.0,0.0
Theresa Winters,11.266666666666667,2017-04-13 23:50:10,Card,4,1.56,9.5,0.0,0.0
Jose Williams,25.533333333333335,2017-01-12 10:04:19,Cash,1,4.43,19.5,4.06,0.0
Christopher Gillespie,7.883333333333334,2017-03-17 21:14:28,Cash,1,1.4,7.0,0.0,0.0
Samantha Thomas,9.866666666666667,2017-10-29 15:59:53,Cash,1,2.0,9.0,0.0,0.0
Regina Gonzalez MD,3.183333333333333,2017-02-16 08:32:54,Cash,1,0.57,4.5,0.0,0.0
Laura Carter,21.383333333333333,2017-01-21 17:26:29,Card,5,2.53,15.0,3.16,0.0
Tanner Reynolds,31.683333333333334,2017-12-11 11:16:47,Cash,1,5.79,25.5,5.26,0.0
Laura Thomas,4.733333333333333,2017-03-11 12:35:52,Card,1,1.1,5.5,1.0,0.0
Kaylee Blair,8.216666666666667,2017-02-03 01:59:41,Cash,2,2.0,8.5,0.0,0.0
Kimberly Nguyen,12.816666666666666,2017-03-11 23:50:44,Cash,1,5.23,17.0,3.66,0.0
Benjamin Wallace,5.233333333333333,2017-05-12 17:15:07,Cash,1,0.6,5.0,0.0,0.0
Ashley Stout,4.8,2017-05-28 23:36:20,Card,1,1.3,6.0,0.0,0.0
David Bray,2.9833333333333334,2017-02-28 18:05:14,Card,3,0.5,4.0,0.0,0.0
Hannah Tanner,10.333333333333334,2017-01-25 22:58:48,Cash,1,1.9,9.0,2.05,0.0
Dana Patterson,13.6,2017-12-01 23:27:14,Cash,1,3.0,12.5,2.75,0.0
Joshua Casey,7.25,2017-09-30 21:24:04,Cash,1,1.0,6.5,0.0,0.0
James Jones,3.6,2017-09-02 14:09:39,Cash,1,0.9,5.0,1.45,0.0
Stacey Walsh,5.283333333333333,2017-12-27 16:00:39,Cash,1,1.2,6.0,0.0,0.0
Joseph Fritz,3.95,2017-10-31 13:16:47,Card,2,0.59,4.5,0.0,0.0
Megan Gates,5.9,2017-05-02 19:49:17,Card,1,1.0,6.5,1.65,0.0
Jason Wallace,9.016666666666667,2017-03-06 01:32:06,Card,1,1.86,9.0,0.0,0.0
Anthony Olsen,5.466666666666667,2017-07-25 17:54:52,Card,1,1.08,6.0,1.56,0.0
Robert Yoder II,5.6,2017-12-28 00:38:56,Card,5,1.43,6.5,2.34,0.0
Ruben Moreno,10.65,2017-02-09 11:10:34,Cash,1,1.7,8.5,2.75,0.0
Amber Berry,12.533333333333333,2017-07-12 15:17:53,Card,1,3.82,14.0,0.0,0.0
Leah White,5.45,2017-06-10 08:55:41,Card,1,0.5,5.5,0.0,0.0
James Johnson,14.633333333333333,2017-09-16 01:26:26,Card,1,2.1,11.0,3.65,0.0
